135,2877,-2,1357001346
3239,2725,1,1357006389
2188,2119,1,1357011890
2028,2780,2,1357012859
2780,2028,7,1357031913
1810,1967,4,1357071003
1967,1693,3,1357071362
3185,2642,5,1357073556
3148,3099,1,1357077318
2388,1403,2,1357083244
2419,3086,1,1357084255
2419,3260,1,1357084282
2158,25,-1,1357091803
1403,3598,1,1357097446
1403,2388,2,1357097487
1403,905,1,1357097563
1403,540,1,1357098066
1403,57,1,1357098621
57,1403,1,1357098648
1363,1921,-1,1357106247
2898,770,-10,1357106565
2388,3265,1,1357106585
3265,2388,1,1357106693
2187,1810,3,1357107180
2464,2465,1,1357108075
35,3266,1,1357111160
3195,3267,1,1357111303
3267,3195,2,1357111419
3267,2313,-5,1357112058
3146,2658,2,1357112352
2658,3146,2,1357112486
2388,2442,1,1357116341
2442,2388,1,1357116700
1810,2187,3,1357133509
3219,2934,2,1357144835
3269,3239,2,1357153814
3239,3269,2,1357153845
2176,3239,1,1357153866
3239,2176,1,1357153999
2266,1757,-1,1357155942
1396,729,4,1357157124
1396,1656,3,1357159179
1396,178,4,1357159211
1396,1615,4,1357159263
1396,104,4,1357159306
1396,1693,6,1357159328
3239,2125,1,1357159613
1396,1098,6,1357159663
3239,3268,2,1357160148
2725,2419,1,1357163098
1018,2725,1,1357165593
2419,3270,1,1357166561
3270,2419,1,1357166581
3239,3271,1,1357168319
3271,3239,1,1357168391
2642,3239,1,1357169110
3239,2642,2,1357171924
3270,3239,1,1357176219
3239,3270,1,1357176262
3197,3239,10,1357181306
2296,3197,-10,1357183384
882,3197,-1,1357183687
3197,2642,10,1357185838
1363,3237,-1,1357227542
2647,3047,4,1357231305
3047,2647,3,1357231491
2984,2125,5,1357235354
41,3274,1,1357239703
3274,41,1,1357239736
2028,3275,1,1357243055
3275,2028,1,1357243100
3269,35,1,1357243206
1018,2958,1,1357245106
2958,1018,1,1357245225
2642,3185,4,1357246123
2266,2090,-10,1357246454
1810,2090,-5,1357246606
2934,2090,-5,1357246717
3269,3273,1,1357247128
2821,2028,10,1357255812
2028,2821,5,1357255862
1832,3276,-1,1357258319
3276,2642,10,1357258354
2642,3276,2,1357258539
3276,1832,-1,1357258805
2987,2642,1,1357259176
2642,2987,1,1357259178
1953,3042,4,1357261702
3042,1953,4,1357261776
3273,3259,1,1357262567
3259,3273,1,1357262629
2296,2987,1,1357267948
2642,3277,2,1357272479
3277,2642,1,1357273588
3239,3197,-10,1357275746
1922,2635,2,1357280855
2296,3195,1,1357285523
3195,2296,1,1357285550
3113,35,3,1357288851
3113,2775,1,1357288878
415,3279,1,1357294723
3279,415,1,1357294852
1800,2780,1,1357299873
2780,1800,1,1357299881
1800,41,1,1357305086
41,1800,1,1357305259
1800,1565,2,1357313850
1565,1800,2,1357313890
2913,3018,1,1357316935
1800,1271,2,1357320523
1271,1800,1,1357320557
1810,3197,-2,1357329358
3135,3129,1,1357331368
2388,3129,1,1357331542
3072,1953,3,1357336946
1953,3072,2,1357336981
1334,3273,1,1357343233
3273,1334,1,1357343261
3018,3280,1,1357345794
3280,3018,1,1357345860
3273,2502,2,1357348683
2502,3273,1,1357349764
2118,3281,8,1357351878
2725,3219,3,1357352180
3281,2118,8,1357352382
3219,2725,4,1357352401
3273,3246,1,1357355661
3246,3273,1,1357356026
3246,2642,1,1357356280
2642,3246,1,1357356692
3161,2942,3,1357357319
2942,3161,4,1357357383
3185,2780,1,1357358969
2780,3185,1,1357361679
3282,2780,1,1357383412
35,3283,1,1357385319
35,3284,1,1357385330
35,3270,1,1357385342
41,3285,1,1357402154
3119,3236,1,1357412902
3236,3119,10,1357412959
3119,2178,1,1357413953
2178,3119,1,1357414034
3018,3286,1,1357414461
3259,3287,1,1357416646
3287,3259,1,1357416801
3273,1528,1,1357417835
2642,1981,1,1357419610
3285,41,1,1357419728
3273,3195,2,1357424968
2028,3062,-9,1357425722
3273,2642,2,1357430813
2642,3273,1,1357433797
1295,1271,1,1357437935
1271,1295,1,1357437978
2266,3062,1,1357438823
3254,2296,1,1357441349
2296,3254,1,1357441373
1018,2291,6,1357441522
2898,3273,-5,1357441653
2898,2296,2,1357441788
2028,3289,1,1357454435
3289,2028,1,1357455557
2808,304,2,1357457810
35,3269,1,1357461095
3274,35,1,1357461882
35,3274,1,1357462462
2610,3119,1,1357468165
3119,2610,1,1357468171
2961,2625,2,1357483093
2647,3290,1,1357489599
3290,2647,1,1357489810
2642,3291,3,1357490718
2642,2725,3,1357493796
2725,2642,3,1357496822
2524,23,1,1357501822
3273,2898,-5,1357503821
2725,1018,2,1357508821
2419,2725,1,1357509231
2780,2642,1,1357519833
2642,2780,3,1357521444
2028,3292,2,1357521729
2642,3292,1,1357522532
3292,2642,1,1357522700
1528,1846,-10,1357526455
3273,2661,-10,1357537168
1403,3273,-10,1357538813
1363,3273,-10,1357539805
3195,3273,1,1357540481
171,1396,2,1357544478
1396,171,2,1357544488
3273,2388,-10,1357545870
3273,2296,-10,1357545877
3273,1403,-10,1357545885
3273,1363,-10,1357545896
2658,1396,1,1357546368
2388,3273,-10,1357546447
1396,2658,2,1357546484
2661,3273,-10,1357550417
3086,3260,10,1357575327
1916,3113,1,1357576682
1810,57,3,1357579568
2485,3294,1,1357579685
2296,2898,6,1357584238
2296,1403,10,1357584294
2296,2388,10,1357584363
2296,1363,10,1357584415
1018,3295,1,1357586082
3295,3296,1,1357586118
3295,1018,1,1357586137
2028,3293,10,1357587469
2733,3293,10,1357587485
2536,2658,1,1357588612
35,436,1,1357589387
1018,2045,1,1357593460
1555,2388,1,1357594391
2388,1555,1,1357594424
2028,3219,3,1357601030
3219,2028,3,1357601059
2045,1018,1,1357601723
3196,2536,2,1357609148
2028,3185,3,1357611481
3185,2028,3,1357611623
2642,3297,1,1357613890
3297,2642,1,1357614045
3297,1899,1,1357614985
2028,41,4,1357616008
41,2028,1,1357616074
1899,3297,1,1357616496
2296,3273,-10,1357617264
1018,2780,1,1357622783
2780,1018,1,1357622803
1018,2334,2,1357624268
3254,2710,1,1357651569
2710,3254,1,1357651596
2710,3298,1,1357661621
3298,2710,1,1357662491
1018,3185,1,1357664525
3185,1018,1,1357664814
2934,1584,1,1357667727
2110,3299,2,1357676979
3299,2110,1,1357677028
2642,1971,1,1357678111
1584,2934,1,1357678983
2070,3301,1,1357679190
1971,2642,1,1357679269
3301,2070,1,1357679855
3013,230,2,1357682236
2388,2780,2,1357682559
3091,1953,3,1357682891
1953,3091,2,1357690450
2176,2388,1,1357692479
2388,57,2,1357693402
3202,1810,1,1357694530
1810,3202,1,1357694583
2296,2063,1,1357707658
2063,2296,1,1357707682
1295,2642,1,1357709184
2642,1295,1,1357709263
3233,3303,1,1357719787
3303,3233,1,1357719832
35,3304,1,1357733350
35,3305,1,1357733363
2642,3306,1,1357747171
3306,2642,1,1357747544
2266,3259,-10,1357747962
1810,3307,2,1357751569
3219,3308,1,1357753392
3308,3219,8,1357753499
2125,3309,1,1357763337
3309,2125,2,1357763428
3309,274,1,1357763449
729,2642,3,1357764442
2642,729,3,1357764468
3304,35,1,1357766747
3099,2188,1,1357772390
2430,2388,1,1357777913
2388,2430,1,1357777946
2942,2725,1,1357783966
2296,2262,5,1357784679
2262,2296,5,1357784833
2642,41,1,1357792494
41,2642,1,1357792582
274,3309,4,1357793236
256,1693,4,1357795931
2642,3312,2,1357796488
13,3029,1,1357800352
2725,1946,2,1357806083
1946,2725,2,1357806153
2725,2296,6,1357806507
2780,2987,1,1357809079
2780,2388,2,1357809616
1953,2915,1,1357812581
2915,1953,1,1357812917
2233,3313,1,1357820109
3310,3260,1,1357830198
2635,3310,3,1357831599
3194,1018,2,1357833522
1565,2266,2,1357833865
3310,2635,2,1357835851
3146,3099,1,1357846996
3099,3146,1,1357849612
3099,535,1,1357849831
2119,2188,1,1357863390
2487,2642,1,1357864967
2296,2392,5,1357886271
2392,2296,5,1357886346
2642,2392,1,1357887375
2392,2642,2,1357887422
3119,729,1,1357892208
729,3119,1,1357892232
3193,3314,3,1357897303
3113,1916,1,1357918049
3249,3018,5,1357924821
3032,2028,7,1357925950
2028,1731,7,1357926678
3257,1271,2,1357927490
1271,3257,1,1357927601
1271,3314,-5,1357928138
3314,1271,-10,1357928165
3314,732,-10,1357928299
2266,3314,-10,1357928360
3314,135,-10,1357928413
3314,1810,-10,1357928462
3314,1839,-10,1357928490
732,3314,-10,1357928509
3314,1363,-10,1357928509
1810,3314,-10,1357928585
3230,3314,-10,1357928670
2266,3193,-10,1357928976
3257,3295,2,1357933124
3295,3257,2,1357933486
3313,2233,1,1357939035
1271,3304,1,1357957503
3304,1271,1,1357957777
3219,2296,2,1357964656
2296,3219,2,1357964821
1271,3296,1,1357967528
3296,1271,1,1357967581
2725,3161,2,1357970647
1810,2969,3,1358007716
2969,1810,3,1358009050
3309,3219,3,1358021713
3315,2045,1,1358029739
2045,3315,1,1358029740
3315,2388,1,1358031829
2647,1953,10,1358035619
41,3316,1,1358037008
3316,41,1,1358037242
2642,3013,3,1358040154
1334,1317,6,1358042082
2942,1810,10,1358045194
1810,3317,1,1358049654
3317,1810,1,1358049806
1363,2898,-1,1358052188
1953,2898,-1,1358052217
2262,2835,2,1358055199
2262,3208,1,1358057851
3208,2262,1,1358057921
2835,2262,2,1358062086
2045,3318,1,1358084994
3318,3319,1,1358086433
3319,3318,1,1358086473
2378,3320,1,1358092107
3320,2378,1,1358092254
2642,3316,2,1358097357
3316,2642,1,1358097392
2125,3321,1,1358112396
1840,2536,2,1358123158
3233,2325,1,1358123297
2325,3233,1,1358125133
2903,3322,1,1358128066
3322,2903,1,1358128385
2725,2201,1,1358134207
2201,2725,1,1358134234
2725,1832,4,1358134312
3113,2028,4,1358140178
2028,3113,4,1358140234
2325,2725,1,1358140375
2725,1802,2,1358149048
3598,1802,1,1358149681
1802,3598,1,1358149850
2647,3323,1,1358155917
3323,2647,1,1358156005
3219,3309,3,1358167103
2952,1953,1,1358169182
1953,2952,3,1358169186
35,3324,1,1358179942
35,3325,1,1358179963
2125,3327,1,1358187693
3327,2125,2,1358187797
3327,1810,5,1358187848
3214,35,1,1358188090
2725,3326,1,1358194381
3326,2725,1,1358194393
3155,35,1,1358197477
3155,1615,1,1358197486
2880,2125,3,1358198722
2725,2647,7,1358198942
3219,1743,4,1358199162
3321,2125,4,1358201480
35,3209,2,1358201538
3013,1018,2,1358203790
1018,3316,1,1358205537
3316,230,1,1358205666
363,1366,10,1358211956
308,2110,1,1358213576
2110,308,1,1358213604
308,2388,1,1358217637
2388,308,1,1358217668
3208,491,3,1358227379
3316,3329,2,1358228646
3013,2028,4,1358228770
3329,3316,2,1358228989
2725,3237,1,1358231897
3237,2725,1,1358231953
3326,3331,1,1358264655
3326,3299,-10,1358264996
3086,3332,1,1358266226
3287,3333,10,1358266902
3072,2635,1,1358282745
35,3334,1,1358284850
3335,2028,4,1358286897
2028,3335,2,1358286964
2028,3336,1,1358287351
3336,2028,1,1358287412
2125,3113,1,1358295667
2867,2647,1,1358296810
2296,3316,1,1358297985
3316,2296,2,1358298043
1810,3337,1,1358299618
3337,1810,1,1358299841
3265,2028,1,1358301672
2028,3265,1,1358301955
2725,1565,4,1358305926
1565,2725,5,1358306021
1018,3338,1,1358309868
3338,230,1,1358315878
3338,1018,1,1358315946
3142,2388,1,1358318177
2388,3142,1,1358318445
2318,3326,1,1358319674
3326,2318,1,1358320529
3331,3326,1,1358345422
3113,2125,3,1358351157
2028,2710,3,1358351650
2710,2028,3,1358351705
1615,3340,1,1358352825
2028,2961,2,1358356416
2961,2028,2,1358356448
3203,2642,2,1358358696
1735,2580,1,1358361536
2642,3341,3,1358366092
2895,1953,2,1358370257
1953,2858,2,1358371001
2858,1953,1,1358371209
2291,1018,6,1358375517
1352,905,-1,1358375524
215,905,-5,1358375583
1810,3342,1,1358376918
41,2388,1,1358380025
2388,41,1,1358380069
57,33,1,1358382656
33,57,1,1358382666
2028,3343,1,1358386882
3343,2028,2,1358387640
1840,3326,2,1358387772
3326,1840,2,1358387967
3333,2028,1,1358389893
2437,3344,1,1358401704
3344,2437,1,1358401738
3113,3326,2,1358408648
3326,3113,2,1358410004
3340,1615,1,1358413240
1565,3326,1,1358438161
3326,1565,1,1358438480
3345,856,2,1358438998
2642,3203,1,1358441259
1693,905,-5,1358446840
3334,35,1,1358455199
856,3345,2,1358456758
1815,2861,1,1358457615
3335,25,5,1358457650
1802,3029,1,1358469734
2963,2125,3,1358478825
3346,3113,2,1358479068
2125,2963,2,1358479499
2125,3346,1,1358480579
3346,2125,1,1358480677
2658,3066,-10,1358488067
2658,2503,-10,1358488093
2658,2962,-10,1358488108
2658,2017,-10,1358488180
2388,3326,1,1358492302
3326,2388,1,1358492345
2233,415,3,1358513491
3029,1802,1,1358518854
2822,1802,2,1358519181
2822,1953,2,1358519248
2266,3333,-10,1358520051
2266,3287,-10,1358520072
3237,3333,-10,1358520248
3029,3333,-5,1358520495
3172,3333,-10,1358521495
3326,2266,2,1358530672
3087,3341,1,1358532776
3113,3347,1,1358541837
3347,3346,1,1358541997
3347,3113,1,1358542143
2642,3348,1,1358545699
3348,2642,1,1358545801
2266,3349,1,1358547351
3349,2266,1,1358547435
3099,1271,2,1358548948
1271,3099,2,1358568248
2903,3351,1,1358570896
3351,2903,1,1358571201
2333,3103,4,1358580061
2388,2262,1,1358580183
2262,2388,1,1358580267
2378,3260,1,1358604170
2635,2378,2,1358604306
2580,1735,1,1358605134
2580,1352,3,1358605215
3345,1656,10,1358608580
1318,1656,10,1358608757
3345,1318,1,1358610620
3207,3320,4,1358623722
3348,2028,1,1358625655
2028,3348,1,1358625710
3320,3207,1,1358626497
2642,3352,1,1358629756
3352,2642,2,1358629816
2296,3353,2,1358646324
2125,3354,1,1358648165
3140,3036,-10,1358648671
2266,2296,3,1358648700
1018,3355,6,1358662293
2125,13,1,1358662337
540,1327,-1,1358699848
3016,3357,2,1358704185
3018,3357,2,1358705132
1363,2725,-1,1358706847
2070,3106,2,1358707626
