57,4,2,1293843254
23,69,1,1293888120
69,23,1,1293888137
64,68,1,1293930357
35,79,1,1293994479
79,35,1,1293996991
41,4,1,1294081163
4,41,1,1294081177
1,68,2,1294083688
68,1,2,1294083725
69,28,3,1294126590
28,69,3,1294152392
64,80,1,1294190542
17,81,1,1294192094
81,17,1,1294192614
69,62,1,1294244410
62,69,1,1294249080
41,83,1,1294262869
41,104,1,1294267264
83,41,1,1294267277
41,86,1,1294271217
86,41,1,1294274023
104,41,1,1294285068
4,87,1,1294300030
87,4,1,1294300186
81,69,2,1294395970
69,81,2,1294396076
41,89,1,1294426072
89,41,1,1294429629
60,87,1,1294429932
87,60,1,1294429999
7,89,2,1294438542
89,7,2,1294439193
64,94,1,1294546375
41,70,1,1294595719
94,64,1,1294599138
70,95,1,1294600321
95,70,3,1294600354
70,41,1,1294600355
70,35,1,1294600362
39,17,3,1294689381
17,39,1,1294689438
70,96,1,1294788721
96,70,3,1294854693
15,97,2,1294919858
97,15,2,1294927076
69,99,4,1294947596
99,69,1,1294953308
88,7,3,1294974057
1,81,1,1294982042
70,15,1,1294996843
15,70,1,1295011593
81,1,1,1295060559
1,101,1,1295163873
62,54,2,1295213497
54,62,2,1295213513
101,1,1,1295219864
100,101,1,1295223074
101,103,1,1295223955
80,25,2,1295282631
100,60,2,1295394666
39,4,1,1295416559
4,39,1,1295416571
41,105,1,1295460035
72,4,4,1295507765
96,106,1,1295538196
106,96,1,1295560693
81,107,2,1295620829
107,81,3,1295622238
60,108,1,1295647515
108,60,1,1295647536
97,68,1,1295720115
68,97,1,1295720324
96,107,2,1295806593
7,109,1,1295847189
109,7,1,1295847197
41,110,1,1295990232
41,68,1,1295995414
68,41,1,1295995480
107,96,2,1296071385
23,7,5,1296076062
7,111,1,1296085723
111,7,1,1296085847
64,112,2,1296096741
112,64,2,1296096768
112,77,1,1296163310
112,115,2,1296163344
112,60,4,1296163403
60,112,4,1296164244
109,39,1,1296229412
39,109,1,1296229420
6,114,2,1296291457
114,39,1,1296291483
6,32,1,1296291723
39,114,1,1296291878
47,7,1,1296512060
1,119,1,1296512102
119,1,10,1296513384
100,1,3,1296513427
100,7,4,1296528583
7,100,2,1296528668
7,47,1,1296528718
7,122,1,1296553673
122,7,1,1296553681
23,108,1,1296579082
108,23,1,1296579092
108,104,1,1296580101
104,108,1,1296580127
60,56,2,1296595302
115,77,3,1296601381
119,127,10,1296608630
119,25,1,1296609273
1,2,8,1296629343
1,76,2,1296631215
76,1,2,1296631324
1,23,6,1296657671
54,129,1,1296682612
116,7,2,1296688733
7,116,2,1296688773
54,13,2,1296690713
13,54,2,1296690764
77,39,3,1296754197
77,15,1,1296754335
77,6,3,1296754391
77,1,3,1296754396
77,23,1,1296754414
77,28,3,1296754435
77,115,3,1296754444
77,112,1,1296754511
77,131,1,1296754599
77,61,3,1296754644
129,54,1,1296758779
54,2,2,1296769471
2,54,2,1296769494
127,119,10,1296772979
127,132,1,1296773129
132,127,2,1296774360
7,133,1,1296792123
133,7,1,1296792359
105,41,1,1296837862
41,64,1,1296868252
64,41,1,1296868317
57,110,1,1296870068
113,125,2,1296884305
125,113,2,1296884644
54,7,6,1296913225
7,54,5,1296913557
113,23,2,1296927382
113,135,2,1296927424
135,113,2,1296927623
78,36,2,1297093748
36,78,2,1297093804
2,132,2,1297102509
132,2,2,1297102585
96,15,4,1297187359
110,57,1,1297197836
110,41,1,1297197843
132,28,1,1297206554
28,132,1,1297207240
111,1,1,1297291837
132,134,1,1297301158
134,132,1,1297301164
132,100,1,1297308204
100,132,1,1297308356
41,137,1,1297315440
15,96,3,1297359911
137,41,1,1297367601
7,137,1,1297370441
137,7,1,1297371118
1,138,1,1297373817
138,1,1,1297374204
132,138,1,1297378806
138,132,1,1297378871
100,111,1,1297385761
111,100,1,1297385922
100,64,1,1297386367
64,100,1,1297386418
41,140,1,1297461521
140,41,1,1297462874
7,60,5,1297467512
60,100,2,1297479764
7,141,2,1297482206
141,134,5,1297489409
134,141,5,1297494046
141,7,3,1297494086
132,21,5,1297533099
139,132,1,1297533751
132,139,1,1297534217
78,132,3,1297550942
2,3,8,1297570107
132,142,1,1297621909
142,132,1,1297626301
110,142,1,1297626584
1,110,1,1297627293
110,1,1,1297627348
142,110,1,1297628387
110,76,2,1297644400
2,142,1,1297647973
142,2,1,1297647979
110,143,1,1297652993
143,110,1,1297653023
75,132,1,1297686544
110,134,1,1297722488
134,110,1,1297723090
132,144,1,1297734450
144,132,1,1297734459
1,145,1,1297789863
145,1,1,1297789935
146,2,1,1297807903
60,147,1,1297809191
41,148,1,1297812539
148,41,1,1297812615
23,113,4,1297815736
21,132,2,1297824884
93,81,2,1297844414
78,149,1,1297866186
149,150,1,1297866223
150,149,1,1297866274
132,75,1,1297872866
2,110,1,1297878331
110,2,1,1297878338
110,144,1,1297878360
144,110,1,1297878526
41,147,1,1297882010
147,41,1,1297882595
132,152,1,1297886091
104,153,2,1297893560
81,93,3,1297907214
152,154,1,1297908772
154,152,2,1297908772
152,75,1,1297908985
110,155,1,1297910664
132,156,4,1297911997
156,132,4,1297912087
132,113,3,1297915803
113,132,3,1297915880
155,110,1,1297915937
41,157,1,1297959915
157,41,1,1297961344
149,132,1,1297976227
132,149,1,1297976241
113,158,1,1297976422
158,113,2,1297976428
56,7,3,1297980364
7,56,3,1297980493
41,132,1,1298044125
153,104,2,1298047000
132,41,1,1298054259
114,1,2,1298056076
1,114,2,1298061893
1,111,2,1298062294
60,160,1,1298072059
160,60,1,1298072081
114,149,1,1298128067
149,114,1,1298130582
114,146,1,1298146050
78,146,1,1298146920
146,78,1,1298147261
122,78,1,1298147284
132,78,3,1298147302
146,114,1,1298147389
114,21,1,1298169867
7,161,3,1298169938
161,7,3,1298169949
21,114,1,1298176196
132,104,1,1298252029
104,132,1,1298252036
132,157,2,1298265265
157,132,2,1298265838
1,7,9,1298267256
7,1,7,1298267346
132,162,1,1298311685
162,132,1,1298311859
41,163,1,1298314076
163,41,1,1298314093
41,162,1,1298315497
162,41,1,1298315517
2,149,1,1298346435
149,2,1,1298346449
75,41,2,1298399915
143,81,1,1298431338
143,80,1,1298431427
80,143,1,1298431543
1,165,1,1298487310
165,1,1,1298487318
152,166,1,1298513462
166,152,1,1298513680
2,166,1,1298520615
166,2,1,1298520693
110,104,1,1298577705
41,167,1,1298584878
167,41,1,1298584913
41,168,1,1298589589
168,41,1,1298589707
132,169,2,1298611411
169,132,2,1298611459
81,149,1,1298623979
142,170,1,1298645238
170,142,1,1298645445
45,171,2,1298646564
171,45,2,1298647569
64,166,1,1298653534
166,64,1,1298653559
113,166,1,1298654517
166,113,1,1298654517
60,104,2,1298654789
60,172,1,1298657430
64,3,1,1298665050
113,173,2,1298665394
173,113,1,1298667151
41,174,1,1298667648
172,60,1,1298667687
166,156,2,1298694079
156,166,2,1298694137
175,7,2,1298708156
45,176,3,1298740675
161,144,1,1298757244
144,161,1,1298757268
7,166,1,1298759550
161,177,1,1298778315
177,161,1,1298778361
149,129,1,1298795455
129,149,1,1298795468
144,178,1,1298843671
178,144,1,1298843683
75,1,2,1298844200
75,179,1,1298844210
179,75,1,1298844224
75,62,2,1298844292
62,75,2,1298844298
143,173,1,1298874597
149,173,1,1298874793
173,149,1,1298874964
173,143,1,1298875015
166,180,1,1298878912
180,166,1,1298878996
174,41,1,1298880775
149,81,3,1298898116
144,143,1,1298926935
143,144,1,1298927097
60,148,2,1298928760
148,60,2,1298928785
2,156,1,1298929715
156,2,1,1298929724
1,19,6,1298950354
132,181,1,1299031253
181,132,1,1299031290
135,181,1,1299032633
181,135,1,1299032672
132,159,1,1299034389
159,132,1,1299034411
135,143,1,1299038270
143,135,1,1299038484
148,182,1,1299041120
182,148,1,1299041133
144,181,1,1299041571
181,144,1,1299041643
181,183,2,1299043467
183,181,2,1299043551
143,183,1,1299044294
183,143,1,1299044403
142,64,1,1299085320
64,142,1,1299085332
184,7,2,1299087811
7,184,2,1299088214
80,7,1,1299088418
7,78,1,1299093649
78,7,1,1299093674
147,179,1,1299101381
179,147,1,1299103258
7,185,1,1299151907
185,7,1,1299152111
176,45,1,1299178292
183,186,1,1299204600
186,183,1,1299204728
135,187,1,1299204954
187,135,1,1299205271
33,7,2,1299206112
7,33,2,1299206119
78,144,3,1299275608
7,188,1,1299283600
188,7,1,1299283609
104,189,2,1299289949
189,104,2,1299290475
104,190,1,1299304119
190,104,1,1299304159
104,110,2,1299436669
104,191,1,1299438045
191,104,1,1299438055
104,113,1,1299446922
113,104,1,1299446966
6,173,3,1299447999
110,7,1,1299490927
104,171,1,1299521852
171,104,1,1299526904
143,192,1,1299530754
192,143,1,1299530789
60,159,2,1299531271
159,60,2,1299531324
2,1,8,1299556897
57,25,2,1299557057
60,178,2,1299612557
7,35,2,1299679074
60,193,1,1299680713
193,60,1,1299690391
60,194,1,1299695064
