6,2,4,1289241911
6,5,2,1289241941
1,15,1,1289243140
4,3,7,1289245277
13,16,8,1289254254
13,10,8,1289254300
7,5,1,1289362700
2,21,5,1289370556
2,20,5,1289370622
21,2,5,1289380981
21,1,8,1289441411
21,10,8,1289441438
21,8,9,1289441450
21,3,7,1289441525
17,3,5,1289442313
17,23,1,1289489668
10,1,8,1289555656
10,6,7,1289555731
10,21,8,1289555745
10,8,1,1289555767
10,25,10,1289555841
10,2,7,1289555871
10,3,7,1289555875
4,26,1,1289641693
26,4,1,1289641703
5,1,3,1289660298
5,6,3,1289660319
5,7,1,1289660347
1,5,4,1289710643
6,4,2,1289770700
4,6,5,1289770756
2,4,5,1289771303
17,28,1,1289836081
17,13,2,1289873367
13,17,2,1289873611
13,29,2,1290088212
29,13,2,1290090118
17,20,2,1290108486
4,31,1,1290197549
31,4,2,1290197554
32,6,1,1290300441
13,1,8,1290520563
7,34,1,1290644457
34,7,1,1290644477
32,1,1,1290666928
1,32,1,1290666953
1,34,1,1290750434
34,1,1,1290752776
34,13,1,1290758643
13,34,1,1290761556
6,7,5,1290826367
7,6,3,1290826591
1,17,9,1290969236
1,31,2,1291052764
31,1,3,1291055972
35,6,2,1291056174
1,13,3,1291090930
36,37,1,1291157823
37,36,1,1291159845
35,1,1,1291159911
17,1,9,1291217882
8,1,3,1291315232
7,29,2,1291376109
1,20,2,1291505266
37,44,1,1291515528
44,37,1,1291515697
39,45,1,1291578872
39,7,3,1291590274
39,44,1,1291591178
44,39,1,1291591211
23,17,1,1291623781
23,19,1,1291623787
36,46,1,1291684579
46,36,1,1291684612
47,1,2,1291740270
13,7,1,1291757016
7,13,1,1291757031
29,51,1,1292070534
51,29,1,1292071378
29,52,1,1292085236
52,29,1,1292085280
45,39,2,1292099160
45,53,2,1292189306
53,45,2,1292189412
45,54,2,1292193828
54,45,2,1292195062
1,54,1,1292196392
54,1,1,1292196407
7,3,6,1292200462
36,41,2,1292206237
41,36,2,1292206272
36,21,2,1292297572
21,36,2,1292297608
7,36,3,1292361185
36,7,4,1292361298
7,53,4,1292442401
53,7,4,1292442432
7,55,1,1292447857
55,7,1,1292490376
29,7,2,1292716197
4,57,5,1292795818
39,21,2,1292819158
21,39,2,1292819328
4,61,2,1292823618
61,4,3,1292823672
61,20,8,1292823684
61,2,2,1292823727
35,65,1,1292920838
65,35,2,1292935948
56,1,2,1292957157
1,56,2,1292957195
4,66,2,1293050723
66,4,2,1293054742
21,7,5,1293191604
7,20,4,1293409870
35,69,1,1293448472
35,70,1,1293448479
39,69,2,1293453341
69,39,2,1293453456
69,35,2,1293453463
1,71,1,1293481238
71,1,8,1293481551
7,28,2,1293481688
28,7,1,1293482234
4,72,4,1293523499
1,74,1,1293579274
74,1,1,1293579280
41,75,1,1293583961
68,64,1,1293603105
76,7,1,1293604543
7,76,1,1293604590
7,19,5,1293632316
32,23,1,1293643257
23,32,1,1293646340
23,20,1,1293661055
61,77,4,1293665840
1,78,1,1293749573
78,1,1,1293749669
60,41,1,1293819840
41,60,1,1293820339
78,60,1,1293831460
60,78,1,1293831479
